id,date,receiver_deliverer,details,amount,currency,debit_credit
1954,2022-02-15,Evelin,Transaction with Evelin,52.3,EUR,D
1955,2022-02-16,Motonet\Lääne-Nigula,'5555******4444 16.02.22  Motonet\Lääne-Nigula,259.53,EUR,D
1956,2022-02-16,Alexela\Lääne-Nigula,'5555******4444 16.02.22  Alexela\Lääne-Nigula,35.06,EUR,D
1957,2022-02-16,Evelin,Transaction with Evelin,924.83,EUR,D
1958,2022-02-16,K-rauta\Vastseliina,'5555******4444 16.02.22  K-rauta\Vastseliina,403.2,EUR,D
1959,2022-02-16,Elen,Transaction with Elen,392.02,EUR,D
1960,2022-02-18,Charlot\Sillamäe,'5555******4444 18.02.22  Charlot\Sillamäe,378.32,EUR,D
1961,2022-02-18,Adven Eesti\Maardu,'5555******4444 18.02.22  Adven Eesti\Maardu,189.4,EUR,D
1962,2022-02-18,Elisa\Põltsamaa,'5555******4444 18.02.22  Elisa\Põltsamaa,72.63,EUR,D
1963,2022-02-18,Jetoil\Laagri,'5555******4444 18.02.22  Jetoil\Laagri,60.51,EUR,D
1964,2022-02-19,K-rauta\Kunda,'5555******4444 19.02.22  K-rauta\Kunda,313.24,EUR,D
1965,2022-02-19,Kaubamaja e-pood\Otepää,'5555******4444 19.02.22  Kaubamaja e-pood\Otepää,185.07,EUR,D
1966,2022-02-19,Marleen,Transaction with Marleen,898.46,EUR,K
1967,2022-02-19,Euro Oil\Antsla,'5555******4444 19.02.22  Euro Oil\Antsla,29.81,EUR,D
1968,2022-02-21,Fama Keskus\Põltsamaa,'5555******4444 21.02.22  Fama Keskus\Põltsamaa,88.28,EUR,D
1969,2022-02-21,Alko1000\Lohusuu,'5555******4444 21.02.22  Alko1000\Lohusuu,221.69,EUR,D
1970,2022-02-22,Mohito\Tapa,'5555******4444 22.02.22  Mohito\Tapa,48.91,EUR,D
1971,2022-02-22,Liis,Salary from Liis,1764.15,EUR,K
1972,2022-02-23,Priit,Transaction with Priit,313.67,EUR,K
1973,2022-02-23,Alko1000\Võsu,'5555******4444 23.02.22  Alko1000\Võsu,408.54,EUR,D
1974,2022-02-23,Home Decor\Sillamäe,'5555******4444 23.02.22  Home Decor\Sillamäe,420.72,EUR,D
1975,2022-02-25,Statoil\Kärdla,'5555******4444 25.02.22  Statoil\Kärdla,57.76,EUR,D
1976,2022-02-25,Jetoil\Jõgeva,'5555******4444 25.02.22  Jetoil\Jõgeva,25.69,EUR,D
1977,2022-02-25,Prisma e-shop\Sillamäe,'5555******4444 25.02.22  Prisma e-shop\Sillamäe,310.53,EUR,D
1978,2022-02-25,Rimi\Tõrva,'5555******4444 25.02.22  Rimi\Tõrva,432.41,EUR,D
1979,2022-02-27,Kristel,Transaction with Kristel,555.63,EUR,K
1980,2022-02-27,Säästumarket\Põltsamaa,'5555******4444 27.02.22  Säästumarket\Põltsamaa,307.89,EUR,D
1981,2022-02-27,Lea,Transaction with Lea,929.41,EUR,D
1982,2022-02-27,Olerex\Antsla,'5555******4444 27.02.22  Olerex\Antsla,35.59,EUR,D
1983,2022-02-27,Statoil\Võhma,'5555******4444 27.02.22  Statoil\Võhma,69.66,EUR,D
1984,2022-02-28,Autoekspert\Loksa,'5555******4444 28.02.22  Autoekspert\Loksa,214.85,EUR,D
1985,2022-02-28,Tööriistamarket\Elva,'5555******4444 28.02.22  Tööriistamarket\Elva,107.57,EUR,D
1986,2022-02-28,Prisma e-shop\Kärdla,'5555******4444 28.02.22  Prisma e-shop\Kärdla,163.57,EUR,D
1987,2022-03-01,Neste\Valga,'5555******4444 01.03.22  Neste\Valga,46.62,EUR,D
1988,2022-03-03,Euronics\Võhma,'5555******4444 03.03.22  Euronics\Võhma,148.83,EUR,D
1989,2022-03-03,Kaubamaja Lastemaailm\Tõrva,'5555******4444 03.03.22  Kaubamaja Lastemaailm\Tõrva,251.67,EUR,D
1990,2022-03-03,Jaan,Salary from Jaan,4785.82,EUR,K
1991,2022-03-03,Hansapost e-pood\Kiviõli,'5555******4444 03.03.22  Hansapost e-pood\Kiviõli,309.33,EUR,D
1992,2022-03-04,Grete,Salary from Grete,2865.96,EUR,K
1993,2022-03-04,Seesam\Tabasalu,'5555******4444 04.03.22  Seesam\Tabasalu,190.41,EUR,D
1994,2022-03-04,Kaubamaja Lastemaailm\Võru,'5555******4444 04.03.22  Kaubamaja Lastemaailm\Võru,394.57,EUR,D
1995,2022-03-04,Helen,Transaction with Helen,276.17,EUR,D
1996,2022-03-06,BTA Kindlustus\Paldiski,'5555******4444 06.03.22  BTA Kindlustus\Paldiski,184.19,EUR,D
1997,2022-03-06,Olerex\Jõgeva,'5555******4444 06.03.22  Olerex\Jõgeva,50.58,EUR,D
1998,2022-03-06,Statoil\Türi,'5555******4444 06.03.22  Statoil\Türi,64.31,EUR,D
1999,2022-03-06,Helena,Transaction with Helena,261.09,EUR,D
2000,2022-03-07,Maxima\Sillamäe,'5555******4444 07.03.22  Maxima\Sillamäe,435.1,EUR,D
2001,2022-03-07,Denim Dream\Pärnu,'5555******4444 07.03.22  Denim Dream\Pärnu,185.53,EUR,D
2002,2022-03-08,Eeden Keskus\Pärnu,'5555******4444 08.03.22  Eeden Keskus\Pärnu,151.58,EUR,D
2003,2022-03-08,Südameapteek\Otepää,'5555******4444 08.03.22  Südameapteek\Otepää,334.45,EUR,D
2004,2022-03-10,Apollo Raamatud\Põlva,'5555******4444 10.03.22  Apollo Raamatud\Põlva,72.69,EUR,D
2005,2022-03-10,Kersti,Transaction with Kersti,170.14,EUR,K
2006,2022-03-10,Euro Oil\Haapsalu,'5555******4444 10.03.22  Euro Oil\Haapsalu,50.94,EUR,D
2007,2022-03-11,Matkasport\Rapla,'5555******4444 11.03.22  Matkasport\Rapla,346.44,EUR,D
2008,2022-03-12,Kaubamaja e-pood\Sillamäe,'5555******4444 12.03.22  Kaubamaja e-pood\Sillamäe,436.07,EUR,D
2009,2022-03-12,Säästumarket\Tapa,'5555******4444 12.03.22  Säästumarket\Tapa,132.9,EUR,D
2010,2022-03-12,Annika,Transaction with Annika,977.55,EUR,D
2011,2022-03-12,Klick\Paldiski,'5555******4444 12.03.22  Klick\Paldiski,355.8,EUR,D
2012,2022-03-12,Olerex\Laagri,'5555******4444 12.03.22  Olerex\Laagri,88.85,EUR,D
2013,2022-03-13,Goldtime\Abja-Paluoja,'5555******4444 13.03.22  Goldtime\Abja-Paluoja,374.42,EUR,D
2014,2022-03-14,Home4You\Kose,'5555******4444 14.03.22  Home4You\Kose,226.96,EUR,D
2015,2022-03-14,Tasku Keskus\Püssi,'5555******4444 14.03.22  Tasku Keskus\Püssi,18.44,EUR,D
2016,2022-03-14,Prisma\Sillamäe,'5555******4444 14.03.22  Prisma\Sillamäe,406.15,EUR,D
2017,2022-03-15,Motonet\Muhu,'5555******4444 15.03.22  Motonet\Muhu,356.09,EUR,D
2018,2022-03-15,Motonet\Tallinn,'5555******4444 15.03.22  Motonet\Tallinn,77.06,EUR,D
2019,2022-03-16,Arno,Transaction with Arno,745.38,EUR,K
2020,2022-03-16,Terminal Oil\Kuressaare,'5555******4444 16.03.22  Terminal Oil\Kuressaare,55.38,EUR,D
2021,2022-03-16,Alexela\Võsu,'5555******4444 16.03.22  Alexela\Võsu,52.36,EUR,D
2022,2022-03-16,Home Decor\Põltsamaa,'5555******4444 16.03.22  Home Decor\Põltsamaa,178.69,EUR,D
2023,2022-03-17,Viimistlusmarket\Võsu,'5555******4444 17.03.22  Viimistlusmarket\Võsu,364.3,EUR,D
2024,2022-03-17,Viimistlusmarket\Vastseliina,'5555******4444 17.03.22  Viimistlusmarket\Vastseliina,77.58,EUR,D
2025,2022-03-17,NS King\Viljandi,'5555******4444 17.03.22  NS King\Viljandi,251.37,EUR,D
2026,2022-03-17,Jysk e-pood\Kose,'5555******4444 17.03.22  Jysk e-pood\Kose,400.61,EUR,D
2027,2022-03-17,Kadri,Transaction with Kadri,543.14,EUR,D
2028,2022-03-18,Pärnu Keskus\Kärdla,'5555******4444 18.03.22  Pärnu Keskus\Kärdla,211.15,EUR,D
2029,2022-03-18,Euro Oil\Kärdla,'5555******4444 18.03.22  Euro Oil\Kärdla,20.05,EUR,D
2030,2022-03-18,Tallinna Kaubamaja\Lihula,'5555******4444 18.03.22  Tallinna Kaubamaja\Lihula,216.44,EUR,D
2031,2022-03-18,Oliver,Salary from Oliver,4667.04,EUR,K
2032,2022-03-19,Eesti Disaini Maja\Kose,'5555******4444 19.03.22  Eesti Disaini Maja\Kose,477.72,EUR,D
2033,2022-03-19,Eeden Keskus\Lihula,'5555******4444 19.03.22  Eeden Keskus\Lihula,395.39,EUR,D
2034,2022-03-19,Hannes,Transaction with Hannes,174.05,EUR,D
2035,2022-03-19,Matkamaailm\Keila,'5555******4444 19.03.22  Matkamaailm\Keila,435.66,EUR,D
2036,2022-03-20,Solaris Keskus\Luunja,'5555******4444 20.03.22  Solaris Keskus\Luunja,191.68,EUR,D
2037,2022-03-20,Erik,Salary from Erik,4232.65,EUR,K
2038,2022-03-20,Apollo Raamatud\Abja-Paluoja,'5555******4444 20.03.22  Apollo Raamatud\Abja-Paluoja,363.53,EUR,D
2039,2022-03-20,Eveli,Transaction with Eveli,580.42,EUR,K
2040,2022-03-21,Alexela\Vastseliina,'5555******4444 21.03.22  Alexela\Vastseliina,17.98,EUR,D
2041,2022-03-21,Hiiumaa Elektrivõrk\Põlva,'5555******4444 21.03.22  Hiiumaa Elektrivõrk\Põlva,116.96,EUR,D
2042,2022-03-21,Aivi,Transaction with Aivi,951.02,EUR,K
2043,2022-03-21,Aatrium\Loksa,'5555******4444 21.03.22  Aatrium\Loksa,431.87,EUR,D
2044,2022-03-21,Olerex\Otepää,'5555******4444 21.03.22  Olerex\Otepää,99.96,EUR,D
2045,2022-03-24,Reserved\Elva,'5555******4444 24.03.22  Reserved\Elva,128.47,EUR,D
2046,2022-03-24,Kidzone\Jõhvi,'5555******4444 24.03.22  Kidzone\Jõhvi,297.28,EUR,D
2047,2022-03-24,Prisma e-shop\Püssi,'5555******4444 24.03.22  Prisma e-shop\Püssi,202.27,EUR,D
2048,2022-03-25,ABC King\Abja-Paluoja,'5555******4444 25.03.22  ABC King\Abja-Paluoja,232.71,EUR,D
2049,2022-03-25,Balti Jaama Turg\Rapla,'5555******4444 25.03.22  Balti Jaama Turg\Rapla,110.83,EUR,D
2050,2022-03-25,Euro Oil\Antsla,'5555******4444 25.03.22  Euro Oil\Antsla,75.75,EUR,D
2051,2022-03-26,Ahto,Transaction with Ahto,498.15,EUR,K
2052,2022-03-26,Maarja,Salary from Maarja,4188.29,EUR,K
2053,2022-03-26,Apotheka\Võru,'5555******4444 26.03.22  Apotheka\Võru,366.74,EUR,D
2054,2022-03-27,Statoil\Jõgeva,'5555******4444 27.03.22  Statoil\Jõgeva,40.09,EUR,D
2055,2022-03-27,Rahva Raamat e-pood\Narva,'5555******4444 27.03.22  Rahva Raamat e-pood\Narva,325.77,EUR,D
2056,2022-03-27,Grete,Transaction with Grete,634.35,EUR,K
2057,2022-03-28,Tasku Keskus\Maardu,'5555******4444 28.03.22  Tasku Keskus\Maardu,63.11,EUR,D
2058,2022-03-28,Raul,Transaction with Raul,165.81,EUR,D
2059,2022-03-28,Charlot\Narva,'5555******4444 28.03.22  Charlot\Narva,24.23,EUR,D
2060,2022-03-28,Adven Eesti\Püssi,'5555******4444 28.03.22  Adven Eesti\Püssi,106.81,EUR,D
2061,2022-03-28,Eesti Disaini Maja\Haapsalu,'5555******4444 28.03.22  Eesti Disaini Maja\Haapsalu,413.16,EUR,D
2062,2022-03-29,Jetoil\Türi,'5555******4444 29.03.22  Jetoil\Türi,72.33,EUR,D
2063,2022-04-01,Erki,Salary from Erki,2276.54,EUR,K
2064,2022-04-01,Laura,Transaction with Laura,928.94,EUR,D
2065,2022-04-01,Terminal Oil\Põlva,'5555******4444 01.04.22  Terminal Oil\Põlva,90.26,EUR,D
2066,2022-04-01,PetCity\Võhma,'5555******4444 01.04.22  PetCity\Võhma,61.26,EUR,D
2067,2022-04-01,Maiken,Transaction with Maiken,620.81,EUR,K
2068,2022-04-02,Rimi e-pood\Antsla,'5555******4444 02.04.22  Rimi e-pood\Antsla,51.72,EUR,D
2069,2022-04-03,Mööbliait\Rapla,'5555******4444 03.04.22  Mööbliait\Rapla,338.18,EUR,D
2070,2022-04-04,Selver\Püssi,'5555******4444 04.04.22  Selver\Püssi,97.84,EUR,D
2071,2022-04-05,Neste\Maardu,'5555******4444 05.04.22  Neste\Maardu,74.19,EUR,D
2072,2022-04-05,Eeden Keskus\Püssi,'5555******4444 05.04.22  Eeden Keskus\Püssi,139.64,EUR,D
2073,2022-04-05,Eveli,Transaction with Eveli,446.69,EUR,K
2074,2022-04-05,Apotheka\Kose,'5555******4444 05.04.22  Apotheka\Kose,291.94,EUR,D
2075,2022-04-05,Grossi Toidukaubad\Maardu,'5555******4444 05.04.22  Grossi Toidukaubad\Maardu,184.43,EUR,D
2076,2022-04-08,Kaubamaja\Tallinn,'5555******4444 08.04.22  Kaubamaja\Tallinn,493.55,EUR,D
2077,2022-04-08,Magaziin\Valga,'5555******4444 08.04.22  Magaziin\Valga,355.19,EUR,D
2078,2022-04-08,Kaubamaja\Kose,'5555******4444 08.04.22  Kaubamaja\Kose,18.1,EUR,D
2079,2022-04-08,Mohito\Haapsalu,'5555******4444 08.04.22  Mohito\Haapsalu,357.28,EUR,D
2080,2022-04-08,Euro Oil\Maardu,'5555******4444 08.04.22  Euro Oil\Maardu,40.43,EUR,D
2081,2022-04-10,NS King\Kunda,'5555******4444 10.04.22  NS King\Kunda,276.6,EUR,D
2082,2022-04-10,Decora e-pood\Kärdla,'5555******4444 10.04.22  Decora e-pood\Kärdla,63.58,EUR,D
2083,2022-04-10,Circle K\Valga,'5555******4444 10.04.22  Circle K\Valga,95.33,EUR,D
2084,2022-04-11,Eeden Keskus\Abja-Paluoja,'5555******4444 11.04.22  Eeden Keskus\Abja-Paluoja,180.21,EUR,D
2085,2022-04-11,Automaailm\Laagri,'5555******4444 11.04.22  Automaailm\Laagri,117.99,EUR,D
2086,2022-04-11,Signe,Transaction with Signe,279.13,EUR,K
2087,2022-04-11,ZooPlan\Maardu,'5555******4444 11.04.22  ZooPlan\Maardu,59.91,EUR,D
2088,2022-04-12,Arne,Transaction with Arne,341.33,EUR,K
2089,2022-04-12,Keskturg\Paide,'5555******4444 12.04.22  Keskturg\Paide,13.24,EUR,D
2090,2022-04-12,Pärnu Vesi\Paldiski,'5555******4444 12.04.22  Pärnu Vesi\Paldiski,138.19,EUR,D
2091,2022-04-14,Statoil\Keila,'5555******4444 14.04.22  Statoil\Keila,38.27,EUR,D
2092,2022-04-14,Solaris Keskus\Kunda,'5555******4444 14.04.22  Solaris Keskus\Kunda,292.69,EUR,D
2093,2022-04-14,Circle K\Kose,'5555******4444 14.04.22  Circle K\Kose,37.4,EUR,D
2094,2022-04-14,Ivo Nikkolo\Lihula,'5555******4444 14.04.22  Ivo Nikkolo\Lihula,72.42,EUR,D
2095,2022-04-15,Kangadzungel\Antsla,'5555******4444 15.04.22  Kangadzungel\Antsla,169.21,EUR,D
2096,2022-04-15,Uuskasutuskeskus\Paldiski,'5555******4444 15.04.22  Uuskasutuskeskus\Paldiski,323.33,EUR,D
2097,2022-04-15,Olerex\Kilingi-Nõmme,'5555******4444 15.04.22  Olerex\Kilingi-Nõmme,92.19,EUR,D
2098,2022-04-15,Utilitas\Jõhvi,'5555******4444 15.04.22  Utilitas\Jõhvi,160.39,EUR,D
2099,2022-04-15,Viktor,Transaction with Viktor,474.69,EUR,K
2100,2022-04-16,Balti Jaama Turg\Kärdla,'5555******4444 16.04.22  Balti Jaama Turg\Kärdla,50.37,EUR,D
2101,2022-04-16,Raul,Transaction with Raul,262.01,EUR,K
2102,2022-04-16,Oomipood\Võsu,'5555******4444 16.04.22  Oomipood\Võsu,327.35,EUR,D
2103,2022-04-16,Neste\Kärdla,'5555******4444 16.04.22  Neste\Kärdla,62.1,EUR,D
2104,2022-04-16,NS King\Sillamäe,'5555******4444 16.04.22  NS King\Sillamäe,278.32,EUR,D
2105,2022-04-17,Reserved\Haapsalu,'5555******4444 17.04.22  Reserved\Haapsalu,25.98,EUR,D
2106,2022-04-17,Jetoil\Tartu,'5555******4444 17.04.22  Jetoil\Tartu,97.67,EUR,D
2107,2022-04-17,Keskturg\Tõrva,'5555******4444 17.04.22  Keskturg\Tõrva,25.64,EUR,D
2108,2022-04-18,Egle,Transaction with Egle,469.06,EUR,D
2109,2022-04-18,Utilitas\Kuressaare,'5555******4444 18.04.22  Utilitas\Kuressaare,138.69,EUR,D
2110,2022-04-18,Motonet\Luunja,'5555******4444 18.04.22  Motonet\Luunja,490.31,EUR,D
2111,2022-04-18,Ülemiste Keskus\Maardu,'5555******4444 18.04.22  Ülemiste Keskus\Maardu,339.2,EUR,D
2112,2022-04-19,Ingrid,Transaction with Ingrid,591.44,EUR,D
2113,2022-04-20,Euronics\Kose,'5555******4444 20.04.22  Euronics\Kose,482.28,EUR,D
2114,2022-04-20,Neste\Loksa,'5555******4444 20.04.22  Neste\Loksa,49.63,EUR,D
2115,2022-04-20,Sadama Turg\Paldiski,'5555******4444 20.04.22  Sadama Turg\Paldiski,229.21,EUR,D
2116,2022-04-20,Neste\Valga,'5555******4444 20.04.22  Neste\Valga,97.84,EUR,D
2117,2022-04-20,Koduekstra\Lihula,'5555******4444 20.04.22  Koduekstra\Lihula,141.94,EUR,D
2118,2022-04-21,Jetoil\Kiviõli,'5555******4444 21.04.22  Jetoil\Kiviõli,59.77,EUR,D
2119,2022-04-21,Jysk e-pood\Saku,'5555******4444 21.04.22  Jysk e-pood\Saku,369.06,EUR,D
2120,2022-04-21,Kristi,Salary from Kristi,2422.35,EUR,K
2121,2022-04-22,BTA Kindlustus\Tallinn,'5555******4444 22.04.22  BTA Kindlustus\Tallinn,135.95,EUR,D
2122,2022-04-22,Toomas,Transaction with Toomas,398.38,EUR,D
2123,2022-04-24,Statoil\Abja-Paluoja,'5555******4444 24.04.22  Statoil\Abja-Paluoja,19.77,EUR,D
2124,2022-04-24,Circle K\Lohusuu,'5555******4444 24.04.22  Circle K\Lohusuu,12.29,EUR,D
2125,2022-04-24,Maxima e-pood\Tallinn,'5555******4444 24.04.22  Maxima e-pood\Tallinn,436.26,EUR,D
2126,2022-04-26,Signe,Transaction with Signe,572.15,EUR,K
2127,2022-04-26,Nõmme Turg\Võsu,'5555******4444 26.04.22  Nõmme Turg\Võsu,465.25,EUR,D
2128,2022-04-26,Oliver,Transaction with Oliver,705.23,EUR,K
2129,2022-04-26,Solaris Keskus\Paldiski,'5555******4444 26.04.22  Solaris Keskus\Paldiski,63.35,EUR,D
2130,2022-04-27,XS Mänguasjad\Võhma,'5555******4444 27.04.22  XS Mänguasjad\Võhma,321.14,EUR,D
2131,2022-04-27,Prisma\Võhma,'5555******4444 27.04.22  Prisma\Võhma,197.01,EUR,D
2132,2022-04-27,Mohito\Otepää,'5555******4444 27.04.22  Mohito\Otepää,329.31,EUR,D
2133,2022-04-27,Hannes,Transaction with Hannes,168.11,EUR,K
2134,2022-04-27,Autoekspert\Muhu,'5555******4444 27.04.22  Autoekspert\Muhu,499.78,EUR,D
2135,2022-04-28,Neste\Otepää,'5555******4444 28.04.22  Neste\Otepää,95.84,EUR,D
2136,2022-04-28,Liis,Transaction with Liis,349.87,EUR,D
2137,2022-04-29,Hannes,Transaction with Hannes,989.62,EUR,D
2138,2022-04-29,Ülemiste Keskus\Rapla,'5555******4444 29.04.22  Ülemiste Keskus\Rapla,248.24,EUR,D
2139,2022-04-30,Tarmo,Transaction with Tarmo,204.58,EUR,D
2140,2022-04-30,Kaubamaja e-pood\Võhma,'5555******4444 30.04.22  Kaubamaja e-pood\Võhma,116.4,EUR,D
2141,2022-04-30,Marko,Transaction with Marko,643.86,EUR,D
2142,2022-05-01,Anu,Salary from Anu,1542.71,EUR,K
2143,2022-05-01,Circle K\Põltsamaa,'5555******4444 01.05.22  Circle K\Põltsamaa,72.89,EUR,D
2144,2022-05-01,Olerex\Kunda,'5555******4444 01.05.22  Olerex\Kunda,77.08,EUR,D
2145,2022-05-03,Denim Dream\Luunja,'5555******4444 03.05.22  Denim Dream\Luunja,319.52,EUR,D
2146,2022-05-04,Euro Oil\Rapla,'5555******4444 04.05.22  Euro Oil\Rapla,92.72,EUR,D
2147,2022-05-04,Jetoil\Paide,'5555******4444 04.05.22  Jetoil\Paide,63.1,EUR,D
2148,2022-05-04,Priit,Transaction with Priit,928.04,EUR,D
2149,2022-05-04,Olerex\Tõrva,'5555******4444 04.05.22  Olerex\Tõrva,73.88,EUR,D
2150,2022-05-04,Säästumarket\Loksa,'5555******4444 04.05.22  Säästumarket\Loksa,438.36,EUR,D
2151,2022-05-05,Balti Jaama Turg\Kohtla-Järve,'5555******4444 05.05.22  Balti Jaama Turg\Kohtla-Järve,21.92,EUR,D
2152,2022-05-05,Neste\Luunja,'5555******4444 05.05.22  Neste\Luunja,31.3,EUR,D
2153,2022-05-06,Aivar,Transaction with Aivar,560.54,EUR,K
2154,2022-05-06,Magaziin e-pood\Püssi,'5555******4444 06.05.22  Magaziin e-pood\Püssi,92.65,EUR,D
2155,2022-05-06,Alko1000\Rapla,'5555******4444 06.05.22  Alko1000\Rapla,347.85,EUR,D
2156,2022-05-07,Apollo Raamatud\Kärdla,'5555******4444 07.05.22  Apollo Raamatud\Kärdla,226.92,EUR,D
2157,2022-05-07,Alexela\Muhu,'5555******4444 07.05.22  Alexela\Muhu,29.12,EUR,D
2158,2022-05-07,Hansapost\Kuressaare,'5555******4444 07.05.22  Hansapost\Kuressaare,467.67,EUR,D
2159,2022-05-07,Rahva Raamat\Võhma,'5555******4444 07.05.22  Rahva Raamat\Võhma,19.1,EUR,D
2160,2022-05-08,Jetoil\Maardu,'5555******4444 08.05.22  Jetoil\Maardu,97.67,EUR,D
2161,2022-05-08,Mart,Salary from Mart,3076.02,EUR,K
2162,2022-05-08,Rademar\Otepää,'5555******4444 08.05.22  Rademar\Otepää,311.03,EUR,D
2163,2022-05-08,Kristiine Keskus\Otepää,'5555******4444 08.05.22  Kristiine Keskus\Otepää,230.83,EUR,D
2164,2022-05-09,Selver\Elva,'5555******4444 09.05.22  Selver\Elva,240.29,EUR,D
2165,2022-05-09,Adven Eesti\Narva,'5555******4444 09.05.22  Adven Eesti\Narva,25.45,EUR,D
2166,2022-05-09,Karl,Transaction with Karl,90.65,EUR,D
2167,2022-05-09,Alexela\Abja-Paluoja,'5555******4444 09.05.22  Alexela\Abja-Paluoja,49.33,EUR,D
2168,2022-05-11,Magaziin\Tapa,'5555******4444 11.05.22  Magaziin\Tapa,378.69,EUR,D
2169,2022-05-11,Jetoil\Laagri,'5555******4444 11.05.22  Jetoil\Laagri,40.09,EUR,D
2170,2022-05-12,AlkoExpress\Loksa,'5555******4444 12.05.22  AlkoExpress\Loksa,57.67,EUR,D
2171,2022-05-12,Jana,Transaction with Jana,591.57,EUR,D
2172,2022-05-13,E-Selver\Põlva,'5555******4444 13.05.22  E-Selver\Põlva,246.32,EUR,D
2173,2022-05-13,Euronics\Keila,'5555******4444 13.05.22  Euronics\Keila,295.62,EUR,D
2174,2022-05-13,Jana,Salary from Jana,3203.41,EUR,K
2175,2022-05-14,Sõbralt Sõbrale\Tabasalu,'5555******4444 14.05.22  Sõbralt Sõbrale\Tabasalu,77.53,EUR,D
2176,2022-05-14,Euro Oil\Tabasalu,'5555******4444 14.05.22  Euro Oil\Tabasalu,31.92,EUR,D
2177,2022-05-14,Ilona,Transaction with Ilona,839.69,EUR,D
2178,2022-05-15,Terminal Oil\Lääne-Nigula,'5555******4444 15.05.22  Terminal Oil\Lääne-Nigula,66.77,EUR,D
2179,2022-05-15,Laura,Transaction with Laura,640.09,EUR,D
2180,2022-05-15,Ilona,Salary from Ilona,3918.73,EUR,K
2181,2022-05-15,Karl,Transaction with Karl,18.54,EUR,D
2182,2022-05-16,Neste\Otepää,'5555******4444 16.05.22  Neste\Otepää,22.59,EUR,D
2183,2022-05-16,Rimi e-pood\Laagri,'5555******4444 16.05.22  Rimi e-pood\Laagri,128.1,EUR,D
2184,2022-05-16,Kaubamaja e-pood\Narva,'5555******4444 16.05.22  Kaubamaja e-pood\Narva,307.92,EUR,D
2185,2022-05-18,Espak\Valga,'5555******4444 18.05.22  Espak\Valga,334.47,EUR,D
2186,2022-05-18,Kadaka Turg\Loksa,'5555******4444 18.05.22  Kadaka Turg\Loksa,142.57,EUR,D
2187,2022-05-18,Rahva Raamat e-pood\Kose,'5555******4444 18.05.22  Rahva Raamat e-pood\Kose,200.95,EUR,D
2188,2022-05-18,PetCity e-pood\Lihula,'5555******4444 18.05.22  PetCity e-pood\Lihula,415.83,EUR,D
2189,2022-05-19,Euro Oil\Abja-Paluoja,'5555******4444 19.05.22  Euro Oil\Abja-Paluoja,14.2,EUR,D
2190,2022-05-19,Olerex\Kärdla,'5555******4444 19.05.22  Olerex\Kärdla,92.88,EUR,D
2191,2022-05-19,Birgit,Transaction with Birgit,199.83,EUR,D
2192,2022-05-20,Karl,Salary from Karl,3568.52,EUR,K
2193,2022-05-20,Oliver,Transaction with Oliver,227.79,EUR,K
2194,2022-05-21,Juveel\Saku,'5555******4444 21.05.22  Juveel\Saku,283.65,EUR,D
2195,2022-05-23,Prisma e-shop\Kunda,'5555******4444 23.05.22  Prisma e-shop\Kunda,179.91,EUR,D
2196,2022-05-23,NS King\Kuressaare,'5555******4444 23.05.22  NS King\Kuressaare,400.06,EUR,D
2197,2022-05-23,Kurepesa\Viljandi,'5555******4444 23.05.22  Kurepesa\Viljandi,15.57,EUR,D
2198,2022-05-23,Oliver,Transaction with Oliver,196.8,EUR,K
2199,2022-05-23,K-rauta\Loksa,'5555******4444 23.05.22  K-rauta\Loksa,64.19,EUR,D
2200,2022-05-24,Alexela\Türi,'5555******4444 24.05.22  Alexela\Türi,91.89,EUR,D
2201,2022-05-24,Magaziin\Viljandi,'5555******4444 24.05.22  Magaziin\Viljandi,479.21,EUR,D
2202,2022-05-24,Rocca al Mare Kaubanduskeskus\Kiviõli,'5555******4444 24.05.22  Rocca al Mare Kaubanduskeskus\Kiviõli,303.49,EUR,D
2203,2022-05-24,Euro Oil\Rakvere,'5555******4444 24.05.22  Euro Oil\Rakvere,82.43,EUR,D
2204,2022-05-24,Jysk e-pood\Vastseliina,'5555******4444 24.05.22  Jysk e-pood\Vastseliina,294.02,EUR,D
2205,2022-05-26,Rimi e-pood\Tapa,'5555******4444 26.05.22  Rimi e-pood\Tapa,77.91,EUR,D
2206,2022-05-26,Terminal Oil\Võru,'5555******4444 26.05.22  Terminal Oil\Võru,16.99,EUR,D
2207,2022-05-26,Marleen,Transaction with Marleen,614.1,EUR,K
2208,2022-05-26,Euro Oil\Tõrva,'5555******4444 26.05.22  Euro Oil\Tõrva,93.42,EUR,D
2209,2022-05-26,Kristi,Transaction with Kristi,916.52,EUR,D
2210,2022-05-27,Maiken,Transaction with Maiken,875.87,EUR,D
2211,2022-05-29,AlkoExpress\Lihula,'5555******4444 29.05.22  AlkoExpress\Lihula,238.63,EUR,D
2212,2022-05-30,Inges Kindlustus\Muhu,'5555******4444 30.05.22  Inges Kindlustus\Muhu,123.17,EUR,D
2213,2022-05-30,Kadri,Salary from Kadri,4473.29,EUR,K
2214,2022-05-30,Katrin,Transaction with Katrin,28.06,EUR,K
2215,2022-05-31,Põnnipesa\Lääne-Nigula,'5555******4444 31.05.22  Põnnipesa\Lääne-Nigula,386.19,EUR,D
2216,2022-05-31,Tactical Foodpack\Tartu,'5555******4444 31.05.22  Tactical Foodpack\Tartu,363.77,EUR,D
